HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice,SalePrice_binned,YearBuilt_ord,prediction_sale,prediction_price_binned
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,228318,Medium,4,248832.36589744547,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,168141,Low,3,195374.62705855863,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,232743,Medium,4,284510.4642824419,High
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,111061,Low,4,94552.96762370039,Very Low
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,357522,High,4,325551.9228303204,High
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,389380,High,4,249181.5493319775,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75504,Very Low,4,136128.98128994135,Very Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,292035,Medium,4,283382.6596651189,Medium
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,368141,High,4,325551.9228303204,High
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,61946,Very Low,4,59509.874316552654,Very Low
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,226725,Medium,5,362579.80211734213,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,159292,Low,4,284510.4642824419,High
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,644,273451,Medium,5,319021.1309352843,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,84513,Very Low,4,106264.40073261224,Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,352212,High,4,249181.5493319775,Medium
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,101769,Low,4,94552.96762370039,Very Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,191938,Low,4,244143.33208071068,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,185840,Low,4,192717.9190884498,Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,407964,Very High,4,393000.94132104097,Very High
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,276548,Medium,4,315879.3948134156,Medium
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,245132,Medium,4,227462.12481197016,Low
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,179646,Low,4,262310.47870788723,Medium
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,193362,Low,4,238360.21897185175,Medium
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,316814,High,4,349178.2617568588,High
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,228318,Medium,4,262310.47870788723,Medium
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,221238,Medium,3,104478.67793641193,Low
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,87610,Very Low,3,67611.53843900049,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,Low,5,202073.12886721315,Low
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,347787,High,4,325551.9228303204,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,283185,Medium,5,244251.69366224157,Medium
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,82300,Very Low,4,93464.47549634287,Low
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,329646,High,5,361199.6957303127,High
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,309734,High,4,283382.6596651189,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,137168,Low,4,163243.77294388833,Low
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,131858,Low,4,94552.96762370039,Very Low
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,158849,Low,4,93464.47549634287,Low
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,407079,Very High,4,372328.9025842054,High
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,38495,Very Low,4,59509.874316552654,Very Low
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,270796,Medium,5,262355.0330019216,Low
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,241150,Medium,4,248832.36589744547,Medium
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,162831,Low,4,96330.4016886116,Low
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,846,322123,High,5,294385.37168085296,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,303539,High,4,284510.4642824419,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,Low,5,202073.12886721315,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75088,Very Low,4,136128.98128994135,Very Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,231858,Medium,4,211918.53156193392,Medium
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,79646,Very Low,4,59509.874316552654,Very Low
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,294690,Medium,4,325551.9228303204,High
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,256637,Medium,4,343369.77297200356,High
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,123893,Low,4,94552.96762370039,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,380530,High,4,387736.9518071171,High
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,340707,High,4,262310.47870788723,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,218584,Medium,4,208415.9563617874,Medium
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,358407,High,4,249181.5493319775,Medium
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,95575,Very Low,4,96330.4016886116,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,278761,Medium,3,224233.64507620968,Low
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,105309,Low,5,108887.38704622677,Very Low
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,55752,Very Low,3,96801.9137946954,Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,284955,Medium,4,343369.77297200356,High
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,157522,Low,4,248832.36589744547,Medium
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,146017,Low,4,104701.19373979745,Very Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,361061,High,4,244143.33208071068,Medium
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,65044,Very Low,4,94552.96762370039,Very Low
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,37168,Very Low,4,59509.874316552654,Very Low
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,61061,Very Low,4,104701.19373979745,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,278761,Medium,4,284510.4642824419,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,349557,High,5,244251.69366224157,Medium
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,230088,Medium,4,234756.16233291477,Low
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,393805,High,5,361199.6957303127,High
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,76991,Very Low,4,96330.4016886116,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,357964,High,5,244251.69366224157,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,442477,Very High,4,366806.2354426668,High
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,209734,Medium,3,234381.87119230675,Medium
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,442477,Very High,4,372328.9025842054,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,429203,Very High,4,407399.13990705507,High
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,327433,High,4,315879.3948134156,Medium
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,2003,5,907,119469,Low,4,148492.50265731523,Low
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,203539,Medium,4,227462.12481197016,Low
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,194690,Low,4,234756.16233291477,Low
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,405309,Very High,4,349178.2617568588,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,72654,Very Low,4,136128.98128994135,Very Low
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,65486,Very Low,4,94552.96762370039,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,224778,Medium,4,284510.4642824419,High
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,41061,Very Low,4,59509.874316552654,Very Low
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,119469,Low,4,93464.47549634287,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,260176,Medium,4,190358.5645978353,Medium
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,448672,Very High,4,382001.4306011102,High
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,282566,Medium,4,314471.9148425795,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,292035,Medium,4,284510.4642824419,High
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,1035,442477,Very High,5,381020.4498633146,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,140380,Low,5,202073.12886721315,Low
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,202654,Medium,4,234756.16233291477,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,199115,Low,4,106264.40073261224,Low
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,149557,Low,4,136277.30442362744,Low
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,66814,Very Low,4,82693.72284510592,Very Low
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,644,101769,Low,4,105335.45787205361,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,278761,Medium,4,284510.4642824419,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,209734,Medium,4,190358.5645978353,Medium
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,86725,Very Low,4,93464.47549634287,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,339823,High,4,284510.4642824419,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,386469,High,4,452590.45933029987,Extreme
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,336283,High,5,361199.6957303127,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,320353,High,4,407399.13990705507,High
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,160,57522,Very Low,5,70431.41837989585,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,Low,5,202073.12886721315,Low
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,245575,Medium,4,314471.9148425795,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,Low,5,202073.12886721315,Low
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,238938,Medium,4,302427.68507308327,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,150778,Low,5,202073.12886721315,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75088,Very Low,4,136128.98128994135,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,215044,Medium,4,284510.4642824419,High
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,230088,Medium,4,302427.68507308327,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,263716,Medium,4,190358.5645978353,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,177433,Low,4,208415.9563617874,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,132743,Low,4,149077.2296598968,Low
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,55752,Very Low,4,59509.874316552654,Very Low
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,116814,Low,4,94552.96762370039,Very Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,115044,Low,4,149077.2296598968,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,221238,Medium,4,284510.4642824419,High
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,203539,Medium,4,149077.2296598968,Low
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,498,73451,Very Low,3,82689.53685199795,Very Low
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,153982,Low,4,93464.47549634287,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,103663,Low,5,167505.73365925765,Low
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,373451,High,4,349178.2617568588,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920,Very Low,4,136128.98128994135,Very Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,234513,Medium,4,249181.5493319775,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920,Very Low,4,136128.98128994135,Very Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,185840,Low,4,283382.6596651189,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,143805,Low,4,164968.86330224667,Low
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,407079,Very High,4,349178.2617568588,High
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,212389,Medium,4,374716.6947099925,Very High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,150778,Low,5,202073.12886721315,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,460176,Very High,4,407399.13990705507,High
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,79646,Very Low,4,106264.40073261224,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,170796,Low,4,190358.5645978353,Medium
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,871,104424,Low,3,99404.56487836363,Low
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,150442,Low,4,227462.12481197016,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,361061,High,4,366806.2354426668,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,230088,Medium,4,190358.5645978353,Medium
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,910,95132,Very Low,3,131355.08373073535,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,182300,Low,4,193193.61718764156,Low
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,343362,High,5,304533.59779695,Medium
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,221238,Medium,4,248832.36589744547,Medium
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,130088,Low,4,94552.96762370039,Very Low
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,156,61946,Very Low,5,69797.15424764017,Very Low
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,907,331858,High,5,304057.8996977578,Medium
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,106194,Low,4,136277.30442362744,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,157522,Low,4,106264.40073261224,Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,203646,Medium,4,204501.8238147064,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,198230,Low,4,190358.5645978353,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,146256,Low,5,202073.12886721315,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,75221,Very Low,4,106264.40073261224,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,219469,Medium,4,233171.3935251194,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,132300,Low,4,163243.77294388833,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,133628,Low,4,149077.2296598968,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,469026,Very High,4,366806.2354426668,High
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,232743,Medium,4,193193.61718764156,Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,300884,High,4,343369.77297200356,High
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,263716,Medium,5,261720.76886966545,Low
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,276991,Medium,5,261720.76886966545,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,163716,Low,3,160965.79788366705,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,292035,Medium,3,195374.62705855863,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,276106,Medium,4,190358.5645978353,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,172566,Low,4,283382.6596651189,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,110619,Low,4,149077.2296598968,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,81415,Very Low,4,106264.40073261224,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,194690,Low,4,284510.4642824419,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,145575,Low,4,163243.77294388833,Low
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,369911,High,5,304533.59779695,Medium
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,385840,High,4,302427.68507308327,Medium
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,174336,Low,4,196696.1923877881,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,123893,Low,4,136128.98128994135,Very Low
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,216814,Medium,4,262310.47870788723,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,116814,Low,4,149077.2296598968,Low
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,382300,High,4,349178.2617568588,High
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,300884,High,4,343369.77297200356,High
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,172566,Low,3,195374.62705855863,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,119469,Low,4,106264.40073261224,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,185840,Low,3,195374.62705855863,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,87610,Very Low,4,106264.40073261224,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,255442,Medium,5,244251.69366224157,Medium
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,843,325221,High,5,293909.6735816607,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,169911,Low,4,190358.5645978353,Medium
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,161946,Low,4,248832.36589744547,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,247787,Medium,4,164968.86330224667,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,168141,Low,4,106264.40073261224,Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,159557,Low,4,204501.8238147064,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,252814,Medium,5,243775.99556304934,Medium
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,212389,Medium,4,262310.47870788723,Medium
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,1980,9,910,54867,Very Low,3,245264.6035840339,Medium
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,110619,Low,3,67611.53843900049,Very Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,153982,Low,4,136128.98128994135,Very Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,124778,Low,4,149077.2296598968,Low
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,136283,Low,4,136277.30442362744,Low
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,225663,Medium,4,268329.1992209507,Medium
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,54867,Very Low,4,59509.874316552654,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,334513,High,4,284510.4642824419,High
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,265486,Medium,4,234756.16233291477,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,161946,Low,4,149077.2296598968,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,187610,Low,4,149077.2296598968,Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,264601,Medium,4,204501.8238147064,Medium
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,277876,Medium,4,318436.0656691799,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,221238,Medium,4,149077.2296598968,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,192920,Low,4,208415.9563617874,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,92035,Very Low,4,106264.40073261224,Low
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,261061,Medium,5,261720.76886966545,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,194690,Low,4,208415.9563617874,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,255442,Medium,5,244251.69366224157,Medium
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,290265,Medium,4,314471.9148425795,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,428318,Very High,4,407399.13990705507,High
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,177699,Low,4,192717.9190884498,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,188495,Low,4,284510.4642824419,High
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,64601,Very Low,4,94552.96762370039,Very Low
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,156,59292,Very Low,5,69797.15424764017,Very Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,320353,High,4,294848.56685441453,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,245575,Medium,4,163243.77294388833,Low
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,118584,Low,4,93464.47549634287,Low
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,156,59911,Very Low,5,69797.15424764017,Very Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,234513,Medium,4,244143.33208071068,Medium
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,202212,Medium,4,234756.16233291477,Low
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,287610,Medium,4,268329.1992209507,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,218584,Medium,4,284510.4642824419,High
